Rnk Team                         WON LOST   PF   PA     RATE      SOS
--- ----                         --- ----  ---  ---  -------  -------
1266 42   Wooster                   0    0    0    0      nan      nan (1211)
1267 42   Wyoming                   0    0    0    0      nan      nan (1210)
1268 43   Butler                    0    0    0    0      nan      nan (1209)
1269 43   Cal Poly-SLO              0    0    0    0      nan      nan (1208)
1270 43   Columbia                  0    0    0    0      nan      nan (1207)
1271 43   Culver-Stockton           0    0    0    0      nan      nan (1206)
1272 43   E. Oregon                 0    0    0    0      nan      nan (1205)
1273 43   Fordham                   0    0    0    0      nan      nan (1204)
1274 43   Fresno St.                0    0    0    0      nan      nan (1203)
1275 43   Harding                   0    0    0    0      nan      nan (1202)
1276 43   Indiana                   0    0    0    0      nan      nan (1201)
1277 43   Lindenwood                0    0    0    0      nan      nan (1200)
1278 43   Manchester                0    0    0    0      nan      nan (1199)
1279 43   Missouri West. St         0    0    0    0      nan      nan (1198)
1280 43   Newport News              0    0    0    0      nan      nan (1197)
1281 43   Samford                   0    0    0    0      nan      nan (1196)
1282 43   Southern Meth.            0    0    0    0      nan      nan (1195)
1283 43   St. John Fisher           0    0    0    0      nan      nan (1194)
1284 43   St. Mary's, Cal.          0    0    0    0      nan      nan (1193)
1285 43   Texas A&M                 0    0    0    0      nan      nan (1192)
1286 43   Tri-State IN              0    0    0    0      nan      nan (1191)
1287 43   Vanderbilt                0    0    0    0      nan      nan (1190)
1288 43   Whittier                  0    0    0    0      nan      nan (1189)
1289 43   Wis.-Platteville          0    0    0    0      nan      nan (1188)
1290 43   Wooster                   0    0    0    0      nan      nan (1187)
1291 44   Arkansas St.              0    0    0    0      nan      nan (1186)
1292 44   Azusa Pacific             0    0    0    0      nan      nan (1185)
1293 44   Beloit                    0    0    0    0      nan      nan (1184)
1294 44   Benedict                  0    0    0    0      nan      nan (1183)
1295 44   Bowdoin                   0    0    0    0      nan      nan (1182)
1296 44   Buffalo                   0    0    0    0      nan      nan (1181)
1297 44   Carroll, Wis.             0    0    0    0      nan      nan (1180)
1298 44   Colorado                  0    0    0    0      nan      nan (1179)
1299 44   Colorado St.              0    0    0    0      nan      nan (1178)
1300 44   Cumberland, Tenn.         0    0    0    0      nan      nan (1177)
1301 44   Dakota St.                0    0    0    0      nan      nan (1176)
1302 44   Denison                   0    0    0    0      nan      nan (1175)
1303 44   Dubuque                   0    0    0    0      nan      nan (1174)
1304 44   Fordham                   0    0    0    0      nan      nan (1173)
1305 44   Gannon                    0    0    0    0      nan      nan (1172)
1306 44   Georgetown, D.C.          0    0    0    0      nan      nan (1171)
1307 44   Haskell Indian            0    0    0    0      nan      nan (1170)
1308 44   Hofstra                   0    0    0    0      nan      nan (1169)
1309 44   Idaho                     0    0    0    0      nan      nan (1168)
1310 44   Illinois                  0    0    0    0      nan      nan (1167)
1311 44   Kent                      0    0    0    0      nan      nan (1166)
1312 44   New Mexico St.            0    0    0    0      nan      nan (1165)
1313 44   Newberry                  0    0    0    0      nan      nan (1164)
1314 44   S. Dakota Mines           0    0    0    0      nan      nan (1163)
1315 44   Stonehill                 0    0    0    0      nan      nan (1162)
1316 44   UCLA                      0    0    0    0      nan      nan (1161)
1317 44   W. Virginia St.           0    0    0    0      nan      nan (1160)
1318 44   Western St.,Colo.         0    0    0    0      nan      nan (1159)
1319 45   Adams St.                 0    0    0    0      nan      nan (1158)
1320 45   Arkansas St.              0    0    0    0      nan      nan (1157)
1321 45   Bryant College            0    0    0    0      nan      nan (1156)
1322 45   Columbia                  0    0    0    0      nan      nan (1155)
1323 45   Cornell                   0    0    0    0      nan      nan (1154)
1324 45   Cortland St.              0    0    0    0      nan      nan (1153)
1325 45   Delaware St.              0    0    0    0      nan      nan (1152)
1326 45   E. Illinois               0    0    0    0      nan      nan (1151)
1327 45   Franklin&Marshall         0    0    0    0      nan      nan (1150)
1328 45   Georgia Southern          0    0    0    0      nan      nan (1149)
1329 45   Grand Valley St.          0    0    0    0      nan      nan (1148)
1330 45   Harvard                   0    0    0    0      nan      nan (1147)
1331 45   Hawaii                    0    0    0    0      nan      nan (1146)
1332 45   Heidelberg                0    0    0    0      nan      nan (1145)
1333 45   Idaho                     0    0    0    0      nan      nan (1144)
1334 45   Iowa                      0    0    0    0      nan      nan (1143)
1335 45   Jamestown                 0    0    0    0      nan      nan (1142)
1336 45   Kansas                    0    0    0    0      nan      nan (1141)
1337 45   Kent                      0    0    0    0      nan      nan (1140)
1338 45   Kutztown                  0    0    0    0      nan      nan (1139)
1339 45   Lafayette                 0    0    0    0      nan      nan (1138)
1340 45   Langston                  0    0    0    0      nan      nan (1137)
1341 45   Malone                    0    0    0    0      nan      nan (1136)
1342 45   Mass.-Lowell              0    0    0    0      nan      nan (1135)
1343 45   Miami, Ohio               0    0    0    0      nan      nan (1134)
1344 45   Middle Tenn.              0    0    0    0      nan      nan (1133)
1345 45   Miles                     0    0    0    0      nan      nan (1132)
1346 45   Millsaps                  0    0    0    0      nan      nan (1131)
1347 45   Minot St.                 0    0    0    0      nan      nan (1130)
1348 45   Mississippi               0    0    0    0      nan      nan (1129)
1349 45   Moravian                  0    0    0    0      nan      nan (1128)
1350 45   Navy                      0    0    0    0      nan      nan (1127)
1351 45   New Haven                 0    0    0    0      nan      nan (1126)
1352 45   Penn St.                  0    0    0    0      nan      nan (1125)
1353 45   Principia                 0    0    0    0      nan      nan (1124)
1354 45   Quincy                    0    0    0    0      nan      nan (1123)
1355 45   Rutgers                   0    0    0    0      nan      nan (1122)
1356 45   S. Carolina St.           0    0    0    0      nan      nan (1121)
1357 45   San Diego St.             0    0    0    0      nan      nan (1120)
1358 45   Stonehill                 0    0    0    0      nan      nan (1119)
1359 45   Tarleton St.              0    0    0    0      nan      nan (1118)
1360 45   Temple                    0    0    0    0      nan      nan (1117)
1361 45   Texas-El Paso             0    0    0    0      nan      nan (1116)
1362 45   Tn.-Chattanooga           0    0    0    0      nan      nan (1115)
1363 45   Ursinus                   0    0    0    0      nan      nan (1114)
1364 45   VMI                       0    0    0    0      nan      nan (1113)
1365 45   Valdosta St.              0    0    0    0      nan      nan (1112)
1366 45   West Chester              0    0    0    0      nan      nan (1111)
1367 45   Wm. Paterson              0    0    0    0      nan      nan (1110)
1368 45   Worcester Tech            0    0    0    0      nan      nan (1109)
1369 45   Wyoming                   0    0    0    0      nan      nan (1108)
1370 46   Delaware Val.             0    0    0    0      nan      nan (1107)
1371 46   Lebanon Val.              0    0    0    0      nan      nan (1106)
1372 46   Missouri                  0    0    0    0      nan      nan (1105)
1373 46   Moravian                  0    0    0    0      nan      nan (1104)
1374 46   Saginaw Val. St.          0    0    0    0      nan      nan (1103)
1375 46   St. Anselm                0    0    0    0      nan      nan (1102)
1376 46   UCLA                      0    0    0    0      nan      nan (1101)
1377 47   Ark.-Monticello           0    0    0    0      nan      nan (1100)
1378 47   Averett College           0    0    0    0      nan      nan (1099)
1379 47   Azusa Pacific             0    0    0    0      nan      nan (1098)
1380 47   Baylor                    0    0    0    0      nan      nan (1097)
1381 47   Buffalo                   0    0    0    0      nan      nan (1096)
1382 47   Cal Lutheran              0    0    0    0      nan      nan (1095)
1383 47   Cent. Michigan            0    0    0    0      nan      nan (1094)
1384 47   Franklin                  0    0    0    0      nan      nan (1093)
1385 47   Lafayette                 0    0    0    0      nan      nan (1092)
1386 47   Lehigh                    0    0    0    0      nan      nan (1091)
1387 47   Louisiana-Monroe          0    0    0    0      nan      nan (1090)
1388 47   Maine                     0    0    0    0      nan      nan (1089)
1389 47   Mayville St.              0    0    0    0      nan      nan (1088)
1390 47   Morningside               0    0    0    0      nan      nan (1087)
1391 47   Norfolk St.               0    0    0    0      nan      nan (1086)
1392 47   Ottawa, Kan.              0    0    0    0      nan      nan (1085)
1393 47   St. Joseph's, IN          0    0    0    0      nan      nan (1084)
1394 47   Urbana                    0    0    0    0      nan      nan (1083)
1395 47   West Virginia             0    0    0    0      nan      nan (1082)
1396 48   Anderson, Ind.            0    0    0    0      nan      nan (1081)
1397 48   Baylor                    0    0    0    0      nan      nan (1080)
1398 48   Blackburn                 0    0    0    0      nan      nan (1079)
1399 48   Cent. Michigan            0    0    0    0      nan      nan (1078)
1400 48   Chadron St.               0    0    0    0      nan      nan (1077)
1401 48   Chapman                   0    0    0    0      nan      nan (1076)
1402 48   Cheyney                   0    0    0    0      nan      nan (1075)
1403 48   Claremont-Mudd            0    0    0    0      nan      nan (1074)
1404 48   Cumberland, Ky.           0    0    0    0      nan      nan (1073)
1405 48   Dartmouth                 0    0    0    0      nan      nan (1072)
1406 48   Elmhurst                  0    0    0    0      nan      nan (1071)
1407 48   Henderson St.             0    0    0    0      nan      nan (1070)
1408 48   Houston                   0    0    0    0      nan      nan (1069)
1409 48   Iowa Weslyn               0    0    0    0      nan      nan (1068)
1410 48   Johnson C. Smith          0    0    0    0      nan      nan (1067)
1411 48   Methodist                 0    0    0    0      nan      nan (1066)
1412 48   Rockford                  0    0    0    0      nan      nan (1065)
1413 48   Rocky Mountain            0    0    0    0      nan      nan (1064)
1414 48   Rutgers                   0    0    0    0      nan      nan (1063)
1415 48   SW Assem Of God           0    0    0    0      nan      nan (1062)
1416 48   Tenn.-Martin              0    0    0    0      nan      nan (1061)
1417 48   Urbana                    0    0    0    0      nan      nan (1060)
1418 48   Westminster (MO)          0    0    0    0      nan      nan (1059)
1419 48   William Penn              0    0    0    0      nan      nan (1058)
1420 49   Benedict                  0    0    0    0      nan      nan (1057)
1421 49   Buffalo                   0    0    0    0      nan      nan (1056)
1422 49   CSU-Northridge            0    0    0    0      nan      nan (1055)
1423 49   Canisius                  0    0    0    0      nan      nan (1054)
1424 49   Chapman                   0    0    0    0      nan      nan (1053)
1425 49   Chowan                    0    0    0    0      nan      nan (1052)
1426 49   Colorado Mines            0    0    0    0      nan      nan (1051)
1427 49   Dartmouth                 0    0    0    0      nan      nan (1050)
1428 49   Dickinson St.             0    0    0    0      nan      nan (1049)
1429 49   Dubuque                   0    0    0    0      nan      nan (1048)
1430 49   E. Michigan               0    0    0    0      nan      nan (1047)
1431 49   Guilford                  0    0    0    0      nan      nan (1046)
1432 49   Hiram Col.                0    0    0    0      nan      nan (1045)
1433 49   Indiana St.               0    0    0    0      nan      nan (1044)
1434 49   Iowa St.                  0    0    0    0      nan      nan (1043)
1435 49   Lane                      0    0    0    0      nan      nan (1042)
1436 49   Livingstone               0    0    0    0      nan      nan (1041)
1437 49   Marist                    0    0    0    0      nan      nan (1040)
1438 49   Montana St.-North         0    0    0    0      nan      nan (1039)
1439 49   New Hampshire             0    0    0    0      nan      nan (1038)
1440 49   Portland St.              0    0    0    0      nan      nan (1037)
1441 49   Rutgers                   0    0    0    0      nan      nan (1036)
1442 49   San Diego St.             0    0    0    0      nan      nan (1035)
1443 49   San Jose St.              0    0    0    0      nan      nan (1034)
1444 49   Simon Fraser              0    0    0    0      nan      nan (1033)
1445 49   Southern Miss.            0    0    0    0      nan      nan (1032)
1446 49   St. Lawrence              0    0    0    0      nan      nan (1031)
1447 49   Tenn.-Martin              0    0    0    0      nan      nan (1030)
1448 49   Valdosta St.              0    0    0    0      nan      nan (1029)
1449 50   Kenyon                    0    0    0    0      nan      nan (1028)
1450 50   Lycoming                  0    0    0    0      nan      nan (1027)
1451 50   Mary                      0    0    0    0      nan      nan (1026)
1452 50   Navy                      0    0    0    0      nan      nan (1025)
1453 50   Newberry                  0    0    0    0      nan      nan (1024)
1454 50   North Park                0    0    0    0      nan      nan (1023)
1455 50   W. Illinois               0    0    0    0      nan      nan (1022)
1456 50   Wingate                   0    0    0    0      nan      nan (1021)
1457 51   Anderson, Ind.            0    0    0    0      nan      nan (1020)
1458 51   Averett College           0    0    0    0      nan      nan (1019)
1459 51   Bowling Green             0    0    0    0      nan      nan (1018)
1460 51   Eureka                    0    0    0    0      nan      nan (1017)
1461 51   Fordham                   0    0    0    0      nan      nan (1016)
1462 51   Hartwick                  0    0    0    0      nan      nan (1015)
1463 51   Kansas                    0    0    0    0      nan      nan (1014)
1464 51   Maine                     0    0    0    0      nan      nan (1013)
1465 51   Mass.-Lowell              0    0    0    0      nan      nan (1012)
1466 51   Massachusetts             0    0    0    0      nan      nan (1011)
1467 51   Miami, Ohio               0    0    0    0      nan      nan (1010)
1468 51   Millersville              0    0    0    0      nan      nan (1009)
1469 51   Minnesota                 0    0    0    0      nan      nan (1008)
1470 51   Stonehill                 0    0    0    0      nan      nan (1007)
1471 51   Texas Lutheran            0    0    0    0      nan      nan (1006)
1472 51   W. Va. Weslyn             0    0    0    0      nan      nan (1005)
1473 51   Washington St.            0    0    0    0      nan      nan (1004)
1474 51   Wayne, Mich.              0    0    0    0      nan      nan (1003)
1475 51   Weber St.                 0    0    0    0      nan      nan (1002)
1476 51   William Penn              0    0    0    0      nan      nan (1001)
1477 51   Wyoming                   0    0    0    0      nan      nan (1000)
1478 52   Boston College            0    0    0    0      nan      nan (999)
1479 52   Cal Lutheran              0    0    0    0      nan      nan (998)
1480 52   Capital                   0    0    0    0      nan      nan (997)
1481 52   Cent. Arkansas            0    0    0    0      nan      nan (996)
1482 52   Cent. Michigan            0    0    0    0      nan      nan (995)
1483 52   Delaware Val.             0    0    0    0      nan      nan (994)
1484 52   Duke                      0    0    0    0      nan      nan (993)
1485 52   E. Oregon                 0    0    0    0      nan      nan (992)
1486 52   Grambling St.             0    0    0    0      nan      nan (991)
1487 52   Iowa Weslyn               0    0    0    0      nan      nan (990)
1488 52   Kansas                    0    0    0    0      nan      nan (989)
1489 52   Lock Haven                0    0    0    0      nan      nan (988)
1490 52   Louisiana-Lafay.          0    0    0    0      nan      nan (987)
1491 52   Louisiana-Monroe          0    0    0    0      nan      nan (986)
1492 52   Missouri Val.             0    0    0    0      nan      nan (985)
1493 52   Occidental                0    0    0    0      nan      nan (984)
1494 52   Ohio Northern             0    0    0    0      nan      nan (983)
1495 52   San Diego                 0    0    0    0      nan      nan (982)
1496 52   Susquehanna               0    0    0    0      nan      nan (981)
1497 52   Tarleton St.              0    0    0    0      nan      nan (980)
1498 52   Tennessee Tech            0    0    0    0      nan      nan (979)
1499 53   Blackburn                 0    0    0    0      nan      nan (978)
1500 53   Cal Poly-SLO              0    0    0    0      nan      nan (977)
1501 53   Washington St.            0    0    0    0      nan      nan (976)
1502 53   Wingate                   0    0    0    0      nan      nan (975)
1503 54   Delaware St.              0    0    0    0      nan      nan (974)
1504 54   Fort Lewis                0    0    0    0      nan      nan (973)
1505 54   Louisiana Tech            0    0    0    0      nan      nan (972)
1506 54   St. Joseph's, IN          0    0    0    0      nan      nan (971)
1507 54   St. Mary KS               0    0    0    0      nan      nan (970)
1508 54   Valparaiso                0    0    0    0      nan      nan (969)
1509 54   Wabash                    0    0    0    0      nan      nan (968)
1510 54   Wisc. Lutheran            0    0    0    0      nan      nan (967)
1511 55   Albany, N.Y.              0    0    0    0      nan      nan (966)
1512 55   Belhaven                  0    0    0    0      nan      nan (965)
1513 55   Brown                     0    0    0    0      nan      nan (964)
1514 55   CSU-Northridge            0    0    0    0      nan      nan (963)
1515 55   Canisius                  0    0    0    0      nan      nan (962)
1516 55   Cent. Washington          0    0    0    0      nan      nan (961)
1517 55   Dakota St.                0    0    0    0      nan      nan (960)
1518 55   Iona                      0    0    0    0      nan      nan (959)
1519 55   Lebanon Val.              0    0    0    0      nan      nan (958)
1520 55   Middle Tenn.              0    0    0    0      nan      nan (957)
1521 55   Morehead St.              0    0    0    0      nan      nan (956)
1522 55   Mount St. Joseph          0    0    0    0      nan      nan (955)
1523 55   N.Mex.Highlands           0    0    0    0      nan      nan (954)
1524 55   New Hampshire             0    0    0    0      nan      nan (953)
1525 55   North Greenville          0    0    0    0      nan      nan (952)
1526 55   North Texas               0    0    0    0      nan      nan (951)
1527 55   St. Mary's, Cal.          0    0    0    0      nan      nan (950)
1528 55   Texas-El Paso             0    0    0    0      nan      nan (949)
1529 55   Wake Forest               0    0    0    0      nan      nan (948)
1530 56   Adrian                    0    0    0    0      nan      nan (947)
1531 56   Arizona St.               0    0    0    0      nan      nan (946)
1532 56   Baylor                    0    0    0    0      nan      nan (945)
1533 56   Canisius                  0    0    0    0      nan      nan (944)
1534 56   Cornell                   0    0    0    0      nan      nan (943)
1535 56   Cornell, Iowa             0    0    0    0      nan      nan (942)
1536 56   Iona                      0    0    0    0      nan      nan (941)
1537 56   Iowa St.                  0    0    0    0      nan      nan (940)
1538 56   Iowa Weslyn               0    0    0    0      nan      nan (939)
1539 56   Jamestown                 0    0    0    0      nan      nan (938)
1540 56   Kansas                    0    0    0    0      nan      nan (937)
1541 56   Knox                      0    0    0    0      nan      nan (936)
1542 56   LaVerne                   0    0    0    0      nan      nan (935)
1543 56   Montana St.               0    0    0    0      nan      nan (934)
1544 56   Mount Ida                 0    0    0    0      nan      nan (933)
1545 56   North Greenville          0    0    0    0      nan      nan (932)
1546 56   North Park                0    0    0    0      nan      nan (931)
1547 56   S. Connecticut            0    0    0    0      nan      nan (930)
1548 56   S. Utah                   0    0    0    0      nan      nan (929)
1549 56   SW Assem Of God           0    0    0    0      nan      nan (928)
1550 56   Shippensburg              0    0    0    0      nan      nan (927)
1551 56   Siena                     0    0    0    0      nan      nan (926)
1552 56   Sul Ross St.              0    0    0    0      nan      nan (925)
1553 56   Taylor                    0    0    0    0      nan      nan (924)
1554 56   Texas Tech                0    0    0    0      nan      nan (923)
1555 57   Alfred                    0    0    0    0      nan      nan (922)
1556 57   North Central             0    0    0    0      nan      nan (921)
1557 57   VMI                       0    0    0    0      nan      nan (920)
1558 58   Blackburn                 0    0    0    0      nan      nan (919)
1559 58   Indiana                   0    0    0    0      nan      nan (918)
1560 58   Montana St.               0    0    0    0      nan      nan (917)
1561 58   Montana Tech              0    0    0    0      nan      nan (916)
1562 58   Mount St. Joseph          0    0    0    0      nan      nan (915)
1563 58   Nevada                    0    0    0    0      nan      nan (914)
1564 58   Oklahoma St.              0    0    0    0      nan      nan (913)
1565 58   Rose-Hulman               0    0    0    0      nan      nan (912)
1566 58   S. Connecticut            0    0    0    0      nan      nan (911)
1567 58   Southwest Baptist         0    0    0    0      nan      nan (910)
1568 58   St. Lawrence              0    0    0    0      nan      nan (909)
1569 58   Tabor                     0    0    0    0      nan      nan (908)
1570 58   UC Davis                  0    0    0    0      nan      nan (907)
1571 58   Urbana                    0    0    0    0      nan      nan (906)
1572 59   Baylor                    0    0    0    0      nan      nan (905)
1573 59   Buffalo                   0    0    0    0      nan      nan (904)
1574 59   Kentucky                  0    0    0    0      nan      nan (903)
1575 59   North Texas               0    0    0    0      nan      nan (902)
1576 59   Villanova                 0    0    0    0      nan      nan (901)
1577 59   W. Oregon                 0    0    0    0      nan      nan (900)
1578 6   Centre                     0    0    0    0      nan      nan (899)
1579 6   Stephen F.Austin           0    0    0    0      nan      nan (898)
1580 60   Eureka                    0    0    0    0      nan      nan (897)
1581 60   Prairie View              0    0    0    0      nan      nan (896)
1582 61   Greensboro                0    0    0    0      nan      nan (895)
1583 61   Lewis & Clark             0    0    0    0      nan      nan (894)
1584 61   McNeese St.               0    0    0    0      nan      nan (893)
1585 61   Springfield               0    0    0    0      nan      nan (892)
1586 62   Alabama St.               0    0    0    0      nan      nan (891)
1587 62   Butler                    0    0    0    0      nan      nan (890)
1588 62   Denison                   0    0    0    0      nan      nan (889)
1589 62   Idaho St.                 0    0    0    0      nan      nan (888)
1590 62   Iowa Weslyn               0    0    0    0      nan      nan (887)
1591 62   LaSalle                   0    0    0    0      nan      nan (886)
1592 62   Mesa, Colo.               0    0    0    0      nan      nan (885)
1593 62   Missouri                  0    0    0    0      nan      nan (884)
1594 62   Monmouth, Ill.            0    0    0    0      nan      nan (883)
1595 62   Tennessee St.             0    0    0    0      nan      nan (882)
1596 62   Wayne, Mich.              0    0    0    0      nan      nan (881)
1597 63   Arkansas                  0    0    0    0      nan      nan (880)
1598 63   Bloomsburg                0    0    0    0      nan      nan (879)
1599 63   Buffalo                   0    0    0    0      nan      nan (878)
1600 63   Cal Poly-SLO              0    0    0    0      nan      nan (877)
1601 63   Concordia, Ill.           0    0    0    0      nan      nan (876)
1602 63   Lincoln MO                0    0    0    0      nan      nan (875)
1603 63   SE Missouri               0    0    0    0      nan      nan (874)
1604 63   Texas                     0    0    0    0      nan      nan (873)
1605 64   Rutgers                   0    0    0    0      nan      nan (872)
1606 65   Mass. Maritime            0    0    0    0      nan      nan (871)
1607 66   Canisius                  0    0    0    0      nan      nan (870)
1608 66   Concordia, Ill.           0    0    0    0      nan      nan (869)
1609 66   Hiram Col.                0    0    0    0      nan      nan (868)
1610 66   Idaho                     0    0    0    0      nan      nan (867)
1611 66   Northwestern              0    0    0    0      nan      nan (866)
1612 66   Utah St.                  0    0    0    0      nan      nan (865)
1613 67   Dubuque                   0    0    0    0      nan      nan (864)
1614 67   Louisiana Tech            0    0    0    0      nan      nan (863)
1615 68   Blackburn                 0    0    0    0      nan      nan (862)
1616 68   Newport News              0    0    0    0      nan      nan (861)
1617 69   Denison                   0    0    0    0      nan      nan (860)
1618 7   Edinboro                   0    0    0    0      nan      nan (859)
1619 7   Juniata                    0    0    0    0      nan      nan (858)
1620 7   Temple                     0    0    0    0      nan      nan (857)
1621 7   West Chester               0    0    0    0      nan      nan (856)
1622 7   Williams                   0    0    0    0      nan      nan (855)
1623 70   Chapman                   0    0    0    0      nan      nan (854)
1624 70   Hiram Col.                0    0    0    0      nan      nan (853)
1625 70   Louisiana-Monroe          0    0    0    0      nan      nan (852)
1626 73   William Penn              0    0    0    0      nan      nan (851)
1627 74   Dubuque                   0    0    0    0      nan      nan (850)
1628 76   Ball St.                  0    0    0    0      nan      nan (849)
1629 77   Concordia, Ill.           0    0    0    0      nan      nan (848)
1630 8   Tufts                      0    0    0    0      nan      nan (847)
1631 80   Olivet                    0    0    0    0      nan      nan (846)
1632 84   West Chester              0    0    0    0      nan      nan (845)
1633 9   Alabama                    0    0    0    0      nan      nan (844)
1634 9   Kentucky St.               0    0    0    0      nan      nan (843)
1635 9   Millsaps                   0    0    0    0      nan      nan (842)
1636 9   Oberlin                    0    0    0    0      nan      nan (841)
1637 9   Trinity, Ill.              0    0    0    0      nan      nan (840)
1638 9   Wesleyan                   0    0    0    0      nan      nan (839)
1639 9   Willamette                 0    0    0    0      nan      nan (838)
1640 stian                         10    0  386   79   58.678   45.936 (705)
1641 k                              2    0   86    7   58.170   41.956 (813)
1642 is                             3    0   99   29   57.923   48.056 (635)
1643 mouth                          5    0  189   41   57.805   46.077 (696)
1644 earney                         7    0  320   73   57.708   45.302 (737)
1645 Falls                          6    0  278  111   57.663   47.640 (640)
1646 an.                            7    0  222   36   57.598   45.047 (746)
1647 igan                           2    0   38   24   57.558   50.133 (628)
1648 LO                             3    0  128   44   57.556   46.444 (678)
1649 man                            8    0  376  126   57.519   47.059 (659)
1650 ta                            16    0  572  149   57.484   46.460 (675)
1651 mons                          12    0  381  141   57.222   47.231 (651)
1652 S.D.                           7    0  277  107   57.023   47.187 (652)
1653 l.                             4    0  130   70   57.000   48.808 (632)
1654 lege                          11    0  445  121   56.982   45.861 (708)
1655 a A&T                          8    0  262   98   56.935   47.553 (642)
1656 ran                            9    0  410  146   56.923   46.134 (693)
1657 uthern                        13    0  489  200   56.867   47.182 (653)
1658 wn                             4    0  156   54   56.833   46.585 (672)
1659 Moor.                          4    0  125   50   56.826   46.922 (663)
1660 okman                          9    0  283  107   56.753   47.016 (661)
1661 St.,TX                         7    0  271   60   56.662   44.429 (773)
1662 ntl.                           9    0  332  159   56.658   47.732 (638)
1663 i Col.                         3    0  119   34   56.634   45.383 (732)
1664 ia                            10    0  353  155   56.597   47.121 (655)
1665 s                             44    0 1719  562   56.590   46.351 (680)
1666 lem                            9    0  316  133   56.589   47.324 (649)
1667 sse                            7    0  182   86   56.566   47.899 (637)
1668 a.                             8    0  204   68   56.565   46.167 (692)
1669 ida                           14    0  491  141   56.520   46.118 (695)
1670 maha                          11    0  267   96   56.433   47.153 (654)
1671 nion                           8    0  310  122   56.379   46.595 (671)
1672 So.                            5    0  183   48   56.268   45.156 (745)
1673 n                             41    0 1530  566   56.261   46.185 (690)
1674 ton                           13    0  481  173   56.257   46.296 (685)
1675 iss.                           8    0  237   94   56.240   46.349 (682)
1676 y                             19    0  673  188   56.167   45.345 (733)
1677 sh                             3    0  123   38   56.134   45.262 (741)
1678 M                             16    0  650  279   56.103   46.673 (670)
1679 ock                            8    0  306  107   56.081   45.244 (742)
1680 ey St.                         9    0  289  156   56.065   47.930 (636)
1681 e                             21    0  816  244   56.059   45.515 (726)
1682 icut                          15    0  624  194   56.050   44.926 (752)
1683 h.                             4    0  121   68   56.013   48.170 (634)
1684 son                            6    0  241   64   55.922   44.766 (760)
1685 ne                            10    0  346  136   55.909   46.122 (694)
1686 nn.                           12    0  435  183   55.820   46.021 (698)
1687 laire                          6    0  173   80   55.804   46.861 (665)
1688 rn                            12    0  545  303   55.789   47.645 (639)
1689 i St.                         24    0 1005  390   55.770   45.967 (701)
1690 s, Ind.                       10    0  440  194   55.726   46.447 (677)
1691 ina                            8    0  295  136   55.686   47.115 (656)
1692 ech                           23    0  871  455   55.680   47.338 (648)
1693 rg                             5    0  148   69   55.642   47.618 (641)
1694 owa                            9    0  335  104   55.561   44.123 (783)
1695 water                          5    0  138   84   55.517   47.525 (643)
1696 cello                          8    0  378  152   55.493   45.779 (713)
1697 Y.                             5    0  205   53   55.446   42.977 (803)
1698 her                            4    0  242   19   55.425   38.119 (836)
1699 le                             6    0  180   89   55.414   46.972 (662)
1700 ouri                           7    0  291   81   55.307   44.251 (778)
1701 gsville                        4    0   96   40   55.294   46.351 (681)
1702 rn, KS                         6    0  231   59   55.281   43.761 (791)
1703 land                           4    0  138   80   55.176   46.718 (669)
1704 t.,S.D.                        6    0  244   99   55.173   45.673 (718)
1705 lina                          14    0  394  166   55.163   46.258 (687)
1706 nsas                           3    0   91   46   55.089   45.520 (725)
1707 aso                            8    0  310  151   55.052   46.215 (689)
1708 ington                         5    0  165   53   55.045   45.595 (722)
1709 ico                            7    0  239   91   55.044   44.563 (768)
1710 ngham                          7    0  150   65   55.032   47.308 (650)
1711 l. St.                         9    0  312  232   55.004   48.518 (633)
1712 Bluff                          6    0  226  108   54.982   45.298 (738)
1713 lphus                          6    0  216  119   54.926   46.803 (666)
1714 bb                             7    0  226  133   54.922   46.901 (664)
1715 ex.                           10    0  297  148   54.915   45.869 (707)
1716 na                            13    0  451  216   54.861   46.478 (674)
1717 ris                           10    0  365  140   54.794   45.166 (744)
1718 ire                            6    0  179  117   54.782   47.418 (645)
1719 kston                          5    0  152   62   54.750   45.020 (748)
1720 is.                            5    0  154   40   54.693   43.935 (786)
1721 ins                            5    0  185   59   54.622   44.827 (757)
1722 ff.                            9    0  410  171   54.570   44.405 (774)
1723 t.                           119    0 4297 2086   54.565   45.974 (699)
1724 arene                         19    0  692  268   54.560   44.940 (751)
1725 College                        2    0   91   14   54.435   41.682 (818)
1726 St.                          138    0 4197 1949   54.386   45.820 (710)
1727 time                           5    0  108   46   54.380   45.459 (728)
1728 ll                             9    0  306  131   54.376   45.384 (731)
1729 rt                            10    0  294  116   54.366   44.726 (762)
1730 N.J.                           5    0  162   55   54.358   43.613 (794)
1731 ern                            9    0  410  189   54.354   45.477 (727)
1732 d                             28    0  972  468   54.326   45.554 (724)
1733 ee St.                         6    0  197   80   54.323   45.040 (747)
1734 Tech                          13    0  493  202   54.303   44.896 (753)
1735 ont.                          10    0  293  145   54.265   45.788 (712)
1736 r,Mass.                        8    0  230  143   54.251   46.768 (667)
1737 IN                             6    0  147   69   54.198   45.757 (714)
1738 zer                            4    0  165   51   54.177   42.837 (806)
1739 llace                          6    0  253   87   54.134   44.076 (784)
1740 n St.                         17    0  577  280   54.103   45.940 (703)
