Rnk Team                         WON LOST   PF   PA     RATE      SOS
--- ----                         --- ----  ---  ---  -------  -------
2304 Lenoir-Rhyne                   0    4   54  146   44.533   54.366 (397)
2305 Utah St.                       0    2   34   82   44.466   54.255 (424)
2306 Grinnell                       0    3   54  101   44.459   52.407 (599)
2307 Redlands                       0    2   47   77   44.449   51.265 (617)
2308 Bemidji St.                    0    2   27   57   44.426   53.289 (558)
2309 Liberty                        0    6   71  220   44.401   55.284 (188)
2310 SE Oklahoma                    0    9   86  310   44.374   54.508 (348)
2311 Fort Valley St.                0    3   27  104   44.345   54.573 (315)
2312 Miss. Valley St.               0    8  131  388   44.311   54.485 (360)
2313 Carleton                       0    6   77  248   44.309   55.689 (118)
2314 W. Maryland                    0    2   17   51   44.286   55.161 (213)
2315 E. Tennessee St.               0    4   54  152   44.259   54.709 (288)
2316 Hartwick                       0    2   28   73   44.252   54.589 (306)
2317 Maine                          0    3   45   86   44.246   53.249 (560)
2318 Lewis & Clark                  0    4   57  161   44.244   54.506 (349)
2319 Colorado Col.                  0    3   49  120   44.242   54.564 (330)
2320 SW Texas St.                   0    3   16   60   44.226   54.227 (433)
2321 TX A&M-Kingsville              0    6   50  175   44.206   54.088 (459)
2322 Mass.-Boston                   0    6   50  193   44.198   55.166 (210)
2323 Virginia-Wise                  0    5   83  207   44.197   53.724 (509)
2324 E. Texas Baptist               0    8   90  321   44.177   55.452 (154)
2325 Lindenwood                     0    6   75  199   44.167   53.499 (530)
2326 St. John Fisher                0    2   21   75   44.164   54.488 (354)
2327 Maryville, Tenn.               0    3   41   90   44.104   52.505 (594)
2328 Friends                        0    6   52  186   44.081   54.440 (372)
2329 Sterling                       0    6   81  241   44.076   54.429 (378)
2330 Trinity, Ill.                  0    4   28  122   44.075   54.397 (383)
2331 LaVerne                        0    2   25   49   44.071   52.570 (592)
2332 Assumption                     0    3   41  137   44.052   56.002 ( 79)
2333 Plymouth St.                   0    4   55  154   44.021   53.910 (484)
2334 Iona                           0    3   42  119   44.016   53.999 (474)
2335 Union, Ky.                     0    3   46  128   43.961   53.888 (486)
2336 Navy                           0    4   46  161   43.953   55.896 ( 87)
2337 Hampden-Sydney                 0    4   66  127   43.951   52.446 (597)
2338 Bowling Green                  0    1   10   24   43.941   53.441 (540)
2339 Occidental                     0    1   24   45   43.938   52.077 (602)
2340 Ohio St.                       0    1    7   24   43.915   55.163 (211)
2341 Merchant Marine                0    4   46  143   43.905   53.720 (512)
2342 Missouri Southern              0    8   81  292   43.905   54.342 (400)
2343 American Intl.                 0    3   26  102   43.875   55.225 (199)
2344 Coast Guard                    0    7   84  260   43.868   54.225 (434)
2345 Luther                         0    2   14   49   43.862   54.432 (374)
2346 Concord                        0    7   90  242   43.830   53.989 (475)
2347 Chicago                        0    2   36   44   43.822   49.837 (629)
2348 Colgate                        0    2   27   74   43.765   54.072 (465)
2349 Dana                           0    7   89  260   43.750   53.657 (520)
2350 Rhodes                         0    3   17   96   43.714   56.375 ( 42)
2351 Maine Maritime                 0    8   80  293   43.693   54.855 (268)
2352 E. Cent. Oklahoma              0    5   43  147   43.692   54.309 (408)
2353 Stony Brook                    0    7   87  220   43.679   53.460 (535)
2354 St. John's, NY                 0    5   42  139   43.616   53.877 (488)
2355 Purdue                         0    1   10   30   43.615   54.565 (323)
2356 Loras                          0    2   22   63   43.558   54.432 (375)
2357 Carthage                       0    3   51  100   43.553   51.736 (608)
2358 Elon                           0    2    9   55   43.502   56.517 ( 35)
2359 Ill. Benedictine               0    1    0    6   43.491   50.387 (627)
2360 Illinois Col.                  0    3   32   96   43.461   53.675 (516)
2361 Hiram Col.                     0    1   21   26   43.419   49.273 (630)
2362 Martin Luther                  0    2   14   38   43.378   52.009 (606)
2363 Swarthmore                     0    2   21   76   43.368   54.474 (365)
2364 Mass.-Lowell                   0    3   35  128   43.353   55.671 (130)
2365 McPherson                      0    5   41  173   43.343   54.524 (341)
2366 Greenville                     0    3   62   96   43.339   50.459 (626)
2367 Kalamazoo                      0    2   26   55   43.310   52.767 (587)
2368 Oklahoma St.                   0    1    6   28   43.308   56.240 ( 57)
2369 Idaho St.                      0    2   28   97   43.294   55.411 (162)
2370 Graceland                      0    4   57  155   43.272   52.857 (582)
2371 Dickinson                      0    2   13   51   43.266   53.814 (498)
2372 Lane                           0    5   54  156   43.216   53.666 (518)
2373 Gardner-Webb                   0    1   17   57   43.170   54.861 (267)
2374 Indiana St.                    0    8   58  296   43.098   55.812 ( 98)
2375 Wis.-Platteville               0    7   59  236   43.025   54.928 (254)
2376 Black Hills St.                0    2   29   69   43.025   52.854 (583)
2377 E. Michigan                    0    5   39  154   43.007   54.824 (273)
2378 Grove City                     0    2   17   61   42.977   54.193 (440)
2379 S. Connecticut                 0    1    0   26   42.973   58.170 (  3)
2380 Wm. Paterson                   0    6   50  212   42.944   54.405 (381)
2381 W. New Mexico                  0    7   91  330   42.923   54.871 (264)
2382 Samford                        0    5   45  165   42.889   54.491 (352)
2383 Southern Meth.                 0    4   37  175   42.741   55.361 (170)
2384 Adams St.                      0    6   36  200   42.714   54.534 (338)
2385 Eureka                         0    3   58  120   42.706   51.092 (618)
2386 Randolph-Macon                 0    5   49  163   42.670   53.303 (553)
2387 Earlham                        0    1    7   34   42.669   56.261 ( 54)
2388 Wyoming                        0    3   20   90   42.649   54.290 (412)
2389 Mayville St.                   0    4   31  122   42.590   53.972 (477)
2390 Concordia, Wis.                0    2   26   64   42.534   51.619 (609)
2391 Olivet                         0    1    3   24   42.523   56.261 ( 50)
2392 Minot St.                      0    3   25  101   42.469   54.514 (347)
2393 Denison                        0    3   22   65   42.461   53.371 (550)
2394 Ferrum                         0    1    0   10   42.430   51.523 (610)
2395 Washington & Lee               0    4   48  154   42.388   53.026 (574)
2396 Montana St.-North              0    7   66  265   42.371   53.772 (503)
2397 Tabor                          0    5   58  188   42.351   53.121 (570)
2398 Quincy                         0    7   94  328   42.346   53.348 (551)
2399 Westminster (MO)               0    6   45  240   42.345   54.255 (423)
2400 NW Oklahoma                    0    1    0   20   42.306   55.686 (119)
2401 Johns Hopkins                  0    3   33  116   42.207   53.473 (533)
2402 Hamilton                       0    1    0   16   42.185   54.077 (461)
2403 West Liberty                   0    2    6   51   42.135   54.191 (443)
2404 Wesley                         0    1    3   21   42.103   54.915 (256)
2405 Cheyney                        0    4   39  150   42.082   54.392 (385)
2406 VMI                            0    6   66  269   42.066   53.724 (510)
2407 Southwest Baptist              0    8  101  390   42.057   54.099 (457)
2408 Lawrence                       0    4   45  145   42.054   52.739 (588)
2409 Louisiana-Monroe               0    5   44  173   41.891   53.286 (559)
2410 Adrian                         0    2    9   69   41.871   55.097 (225)
2411 Bethel, Tenn.                  0    5   49  190   41.860   53.617 (522)
2412 Elmhurst                       0    4   47  144   41.710   52.867 (581)
2413 Tiffin                         0    2   13   70   41.696   54.962 (247)
2414 Central Conn. St.              0    4   28  145   41.644   54.741 (283)
2415 Charleston So.                 0    2   20   83   41.587   53.200 (567)
2416 Manchester                     0    2   20   75   41.581   53.450 (537)
2417 Newport News                   0    1    0   17   41.573   53.846 (492)
2418 W. Montana                     0    9   55  323   41.555   53.669 (517)
2419 N. Carolina St.                0    1   14   58   41.535   54.589 (304)
2420 Guilford                       0    6   65  312   41.503   53.561 (527)
2421 Monmouth, Ill.                 0    3   20  118   41.298   54.258 (422)
2422 Lock Haven                     0    5   22  230   41.257   55.738 (109)
2423 Rockford                       0    5   44  113   41.201   51.446 (614)
2424 North Park                     0    4   33  102   41.167   51.400 (615)
2425 Muskingum                      0    5   31  225   41.070   54.229 (427)
2426 William Penn                   0    2   28  131   41.042   54.432 (374)
2427 Minnesota-Morris               0   10   65  472   41.006   54.649 (298)
2428 Missouri-Rolla                 0    8   70  371   41.005   53.486 (532)
2429 St. Francis, Pa.               0    8   58  346   40.939   54.691 (289)
2430 Kean                           0    5   42  195   40.825   53.559 (528)
2431 Prairie View                   0    9   64  415   40.794   54.782 (281)
2432 Tenn.-Martin                   0    7   39  305   40.732   55.333 (173)
2433 Wisc. Lutheran                 0    4   17  148   40.525   52.499 (595)
2434 Carroll, Wis.                  0    1    7   34   40.467   54.041 (471)
2435 Chapman                        0    2   33   97   40.436   51.520 (611)
2436 Rose-Hulman                    0    1    7   39   40.419   54.915 (256)
2437 Shenandoah                     0    3   29  142   40.407   53.778 (502)
2438 St. Mary KS                    0    5   44  245   40.398   54.524 (341)
2439 Dakota Weslyn                  0    5   40  212   40.313   53.741 (506)
2440 South Florida                  0    2   16   86   40.258   54.928 (255)
2441 Edinboro                       0    3   10  102   40.200   55.677 (127)
2442 S. Oregon                      0    1    0   33   40.058   56.923 ( 14)
2443 St. Lawrence                   0    2   17   74   39.918   53.138 (569)
